id,domain,analysis_id,prev_analysis_id,current_hash,previous_hash,diff_summary,severity,created_at
20,hogwarts.steinr.eu,4083,3974,faaf4f26f7d0bb7edcf98ce88926f9198868c267c1d9cd9810d3383f83979a9cf91998f54b55ce5787c08a21e47d0fb334323f749fda2aa97fc0ef8bcf2dbac9,73b79e2caa7fdbecd5ecb64c28def239107520899812489c45c51c84d614eda0f44a7e7cbb131215ccc74adbc36174a70802bbfc266a7cc742c0fb4746cec3a2,"[{""Label"": ""SPF Records"", ""Current"": ""(none)"", ""Previous"": ""dyn.steinr.eu."", ""Severity"": ""warning""}]",warning,2026-02-24 14:24:32.066847
21,me,4099,3985,f82eac4f5f782dc60ee83f51de94a966ada44d55b338802314b6311e4b0b7957a2a8e3ea6bd19edc83b40e6626729f8f7ddf8745fc7100964092299b01a31cd4,7f6caacf090cdd9ef0ed3853e7d13875ae5350d95c53add51752fa06b62824a5e7947a96eb3fc14021ef267f1c11a8efcdb507181f104081f31a940da7d09131,"[{""Label"": ""SPF Status"", ""Current"": ""n/a"", ""Previous"": ""missing"", ""Severity"": ""warning""}, {""Label"": ""DMARC Status"", ""Current"": ""n/a"", ""Previous"": ""missing"", ""Severity"": ""warning""}, {""Label"": ""DMARC Policy"", ""Current"": ""(none)"", ""Previous"": ""<nil>"", ""Severity"": ""info""}, {""Label"": ""DKIM Status"", ""Current"": ""n/a"", ""Previous"": ""info"", ""Severity"": ""warning""}, {""Label"": ""MTA-STS Status"", ""Current"": ""n/a"", ""Previous"": ""warning"", ""Severity"": ""warning""}, {""Label"": ""MTA-STS Mode"", ""Current"": ""(none)"", ""Previous"": ""<nil>"", ""Severity"": ""info""}, {""Label"": ""TLS-RPT Status"", ""Current"": ""n/a"", ""Previous"": ""warning"", ""Severity"": ""warning""}, {""Label"": ""BIMI Status"", ""Current"": ""n/a"", ""Previous"": ""warning"", ""Severity"": ""warning""}]",warning,2026-02-24 14:29:02.940416
22,jonaswiegner.de,4115,3953,cefe951ff73edcc2db23a059af969aed02be3b4641f17496275b52cfa53f05a0e7bc4fb3eb3d114382b361babc79a5c8d0cec3eb48bc17b6034257c34b419f0d,f4f9ceb0001d213d64a5d640759960756b2c9933add57c5fe0877fb94602cfa6cad73fa34ae101d765f2214fd0e7c24eec8e65c5220794acebb24ac28989de18,"[{""Label"": ""DNSSEC Status"", ""Current"": ""success"", ""Previous"": ""warning"", ""Severity"": ""warning""}, {""Label"": ""DMARC Records"", ""Current"": ""v=dmarc1; p=reject; np=reject;"", ""Previous"": ""v=dmarc1; p=reject;"", ""Severity"": ""warning""}]",warning,2026-02-24 14:31:35.282449
23,spitalcampina.ro,4180,3908,65e2c546366d6180f1750f568c525fe65a220d2e90f5769be8d53ad4c55176966799a2a866bbad607b3ae69a3b5cf2f85279b836ca746e9d0d54ea7aa6c5270c,e822e2695dd8782b6590f1841c408b78c982f53fdc7ca318d556f5a605757cc8985e1fc9fe371063efde27076c105012867e7e177008707d5d934000d8b27865,"[{""Label"": ""DMARC Status"", ""Current"": ""success"", ""Previous"": ""missing"", ""Severity"": ""warning""}, {""Label"": ""DMARC Policy"", ""Current"": ""reject"", ""Previous"": ""<nil>"", ""Severity"": ""success""}, {""Label"": ""Mail Posture"", ""Current"": ""strongly protected"", ""Previous"": ""limited protection"", ""Severity"": ""info""}, {""Label"": ""SPF Records"", ""Current"": ""v=spf1 include:relay.romarg.net -all"", ""Previous"": ""v=spf1 +a +mx +ip4:91.206.207.211 +ip4:95.77.16.157 ~all"", ""Severity"": ""warning""}, {""Label"": ""DMARC Records"", ""Current"": ""v=dmarc1; p=reject; pct=100; adkim=s; aspf=s"", ""Previous"": ""(none)"", ""Severity"": ""warning""}]",warning,2026-02-24 15:04:26.335683
24,play.198119799470.xyz,4196,3967,c33e5eae4eee5ed8b466a3be0eb47a15580248345696b6795d0567746254bdf4161f0ebf21bb0e7218c6d35ee7d85acbde5b28369b98e814080b9ec7fca74023,a692b83632d891a1cf88bb468a593475028acf7e7016d4ff3f38981d62c0d43cae1ed5898e4ef5df5ea5b9d54ed757ba84a6681d8c9323f0f754c9c722c62687,"[{""Label"": ""SPF Status"", ""Current"": ""success"", ""Previous"": ""missing"", ""Severity"": ""warning""}, {""Label"": ""Mail Posture"", ""Current"": ""no-mail domain — incomplete hardening"", ""Previous"": ""unprotected"", ""Severity"": ""info""}, {""Label"": ""SPF Records"", ""Current"": ""198119799470.xyz.,v=spf1 -all"", ""Previous"": ""198119799470.xyz."", ""Severity"": ""warning""}]",warning,2026-02-24 15:10:41.859264
25,smlugoj.ro,4224,2394,51d1d0ee634d4446aae5dea8a0057ec861a26e29cd72e818355fe8f573a814da07737538a5ab77a8c7fc425040eef69eff13240dec82d7ad5f154677b4dde5f5,31fa1dbc093ff5742b7e5714859fb716f47aee17587c85832e62d070fb371b96,"[{""Label"": ""DMARC Status"", ""Current"": ""missing"", ""Previous"": ""warning"", ""Severity"": ""warning""}, {""Label"": ""Mail Posture"", ""Current"": ""limited protection"", ""Previous"": ""moderately protected"", ""Severity"": ""info""}]",warning,2026-02-24 18:34:16.545414
26,hirt.dev,4234,4233,4c819d63f497ee01556aead027ea4b2c70d4fcc72b323ca65b25b8d8acfa75aba766be6657d3ab7d5ddc6d9eab0f3851be32c5abde50ef1dc80e6df5c44ca8f2,da0ec8c9f91d9cd4d2abafb0f3225fd3f26bd338e2671f8458235a4b12d398471d296c9a444f723871af5b11357be948409c1ffcbdb8cce4ee8e8e0810cd7bf9,"[{""Label"": ""DMARC Policy"", ""Current"": ""reject"", ""Previous"": ""quarantine"", ""Severity"": ""success""}, {""Label"": ""TLS-RPT Status"", ""Current"": ""success"", ""Previous"": ""warning"", ""Severity"": ""warning""}, {""Label"": ""CAA Status"", ""Current"": ""success"", ""Previous"": ""warning"", ""Severity"": ""warning""}, {""Label"": ""Mail Posture"", ""Current"": ""strongly protected"", ""Previous"": ""moderately protected"", ""Severity"": ""info""}, {""Label"": ""DMARC Records"", ""Current"": ""v=dmarc1; p=reject; adkim=s; aspf=s; rua=mailto:jochen+dmarcreports@hirt.dev"", ""Previous"": ""v=dmarc1; p=quarantine; adkim=s; aspf=s; rua=mailto:jochen+dmarcreports@hirt.dev"", ""Severity"": ""warning""}]",warning,2026-02-24 22:18:59.389126
27,getmsg.ai,4246,2295,4302c43952cbe9e4196c028851e474e547df472d0285a8cd6337a267a2416175fb472d11182bb88ce2fbbf7c8669104b0bb77bbae9b4df705919cd205cce3f41,4b22ae8ae76311204e5eb3079c483b8385d723b57eb563604ecd2ab9ed9b6f8f,null,info,2026-02-24 22:52:45.438366
28,mtadistributors.com,4248,2498,b3e9aae19157ad48891623b463e7fc77219bc3f1029acfa65e4569fb232baa9f447d62d83788f034e5cf85094b1d46cc2eb4e4bcdd5f2c058fdec3c3a839430f,d097f3ccddb3c11982d74511edfe92110233896f75f84c2812513a97a1657147,null,info,2026-02-24 22:54:09.392971
29,den9s.dk,4253,2292,007614310d260428ada73a6a8fd3e084753345a1d6291e121294b3231de001c9768f3b142031f5f4956f94b96adcb1de4c670e43e4c7d204e4114e348cbf7f28,db4264824f9ce3fa4769916ca46cd1a9496ce952dcb78168d93c6d1e38632daa,null,info,2026-02-24 22:57:07.428537
30,civicpermits.com,4256,2387,e5daf8946bbd62775d08afbe02ca8bf999e9f494c3fdfc707fe9d6c0d1b81cc37afb9cb4c5c56d52046a9325c1fa42a0e9c5d5a7465c9c8b6c1509dc8a8eae88,7e11c33b97f5508fbb764871631bdb68a1910c960e42a944d97bfbcc1f0799d0,"[{""Label"": ""DMARC Status"", ""Current"": ""missing"", ""Previous"": ""warning"", ""Severity"": ""warning""}, {""Label"": ""Mail Posture"", ""Current"": ""limited protection"", ""Previous"": ""moderately protected"", ""Severity"": ""info""}]",warning,2026-02-24 22:58:55.957337
31,whitehouse.gov,4258,4175,ca22bbe81dba0472bfaa059f05f50a68aaddace9becee8a540fa6a6fc139b603ed2f1e91d253fc2468271729874c1b587b7b45d4bf4b4ced4d9a97b964236cae,2590026882c4269006f04b72175a303b9338932bb6ed16ac5e074f9d0087e64284f8ab9d7643fd8f8b9bff2695a41ff68feee0691e31d061e81b1008f75e792c,"[{""Label"": ""BIMI Status"", ""Current"": ""warning"", ""Previous"": ""success"", ""Severity"": ""warning""}]",warning,2026-02-24 22:59:55.634421
32,nsfnow.com,4260,2481,16b526567838251c307e326b4007edb2166f285b7177df97e3b4fe0e4188597561a682d9cc13d9b43e901af8fbbdbacf769368a3575b0926b62155eaaabc19bb,dc0525bd55a5fb87216155290ae13be910248c8a8a3b7496e481d524b89c2f47,null,info,2026-02-24 23:01:24.364587
33,migrateproduction.com,4261,2400,85131932c4e0182c7bbfecad61dc9e0c1f03fbbe5d39539bb635f8c6f036bdfb6c5bd51b48fb19e5d17c39df2f35ea6bf21655d489847de8fe9d21bd22f85773,51a0adb42ba0dd1ad6ba5022e3cc8a4df9ec6d3d667c1d1a49bc7a378d350452,null,info,2026-02-24 23:02:36.600899
34,vbabestm.ro,4262,2644,f3d66f286762feadc5c6362b5285f356189f42cc771be28ac3729c7c9ee1115330ef49818f955de2a9ee91f13b9311d243285b4dceaa9782a362fa575754ecc7,10a2fd5d06039ae04ec52bd5e6a280ab81df0af89b6f4282516a2c9eb7b5487c,null,info,2026-02-24 23:03:04.15955
35,spital-deva.ro,4269,2294,65e2c546366d6180f1750f568c525fe65a220d2e90f5769be8d53ad4c55176966799a2a866bbad607b3ae69a3b5cf2f85279b836ca746e9d0d54ea7aa6c5270c,276ce64048fc54c4f6e37b78ecf68ffe7ca9172187857f41591bb79b60e12ca6,null,info,2026-02-24 23:09:25.071588
36,meg.abyt.es,4271,2300,57fde1dda293984f07257069b380ec43d5c0effad705775f0201ce38d636be86f29dcf4c5d4b475dabee72304f4cf3c6c7f7ba048a2627d4cf2755a70f0e0756,5f095360c3e67da4f3eedc2b53b506ad5c1fabfb9550806439424ed2a4740f19,null,info,2026-02-24 23:10:28.624404
37,pizazzmusiccamp.org,4272,2653,9e260670d2293b6fc4c4350656c2a20e9a73e865531b9901c49a5758bb5bf15a19ae11efb48122230f771351e415441fe8c8dd62887241ddc7fdf60a7e593862,86f7de04c900cef068d1195a25a87f508612aedc399a02c959e48f6604a033b9,null,info,2026-02-24 23:12:34.785231
38,spitalul-municipal-timisoara.ro,4279,2397,51d1d0ee634d4446aae5dea8a0057ec861a26e29cd72e818355fe8f573a814da07737538a5ab77a8c7fc425040eef69eff13240dec82d7ad5f154677b4dde5f5,31fa1dbc093ff5742b7e5714859fb716f47aee17587c85832e62d070fb371b96,"[{""Label"": ""DMARC Status"", ""Current"": ""missing"", ""Previous"": ""warning"", ""Severity"": ""warning""}, {""Label"": ""Mail Posture"", ""Current"": ""limited protection"", ""Previous"": ""moderately protected"", ""Severity"": ""info""}]",warning,2026-02-24 23:17:58.054513
39,anva.ch,4361,4043,62219851d974d8e5a9391a8e8fd85e4440730d22421db1c18e7ab338485e3363cc721ee319901669977eb0329962f54eee509bafec2bfd8c66a9029edeaebb04,d1b7dd17bdc24bdb273b6dd0ebfa4dc745c16ad73ff098b7792c53bff3fa75b651583e66d105ad313d0c1967085c8444f79a09f1039b2c4bd1b0b91467e70aa5,"[{""Label"": ""MTA-STS Status"", ""Current"": ""warning"", ""Previous"": ""success"", ""Severity"": ""warning""}, {""Label"": ""MTA-STS Mode"", ""Current"": ""<nil>"", ""Previous"": ""enforce"", ""Severity"": ""info""}]",warning,2026-02-25 06:37:53.566888
40,spitalulhorezu.ro,4363,4276,1cf398542e59df3f103a85a463f671d3045a34952690a2ca85df770773fd245a215a6f4b31ebbcec2cad99471495846808eb891c53ce215401f2d6d3cdda2142,6903e92345d4da9277cc5f1f761b884dff6e7ba64ca82c45e8c6bd10ca5e7e1a80dd16c6c1b575566e3782ba5086c1f9d990d40cf507f9c8565dda27de67cacf,"[{""Label"": ""DMARC Status"", ""Current"": ""success"", ""Previous"": ""error"", ""Severity"": ""warning""}, {""Label"": ""DMARC Policy"", ""Current"": ""reject"", ""Previous"": ""<nil>"", ""Severity"": ""success""}, {""Label"": ""Mail Posture"", ""Current"": ""limited protection"", ""Previous"": ""unprotected"", ""Severity"": ""info""}, {""Label"": ""SPF Records"", ""Current"": ""v=spf1 a mx ip4:185.150.16.16  ~all,v=spf1 a mx ip4:185.150.16.63 a:mx.spitalulhorezu.ro ~all"", ""Previous"": ""v=spf1 a mx ip4:185.150.16.16  ~all,v=spf1 a mx ip4:185.150.16.16 ip4:185.150.16.63 a:mx.spitalulhorezu.ro ~all"", ""Severity"": ""warning""}, {""Label"": ""DMARC Records"", ""Current"": ""v=dmarc1;p=reject;"", ""Previous"": ""v=dmarc1; p=none;,v=dmarc1;p=reject;"", ""Severity"": ""warning""}]",warning,2026-02-25 07:36:28.901418
41,spitalulhorezu.ro,4364,4363,a9bc82ea4b5bc10f9aaa9e3a9d142b92cdc94cdec1c4de5a08d8647157c8f503937fe5485d3caa3bb1ebaea9835b5dde6b60246fa7ac7cea70f7ba24e897fc6d,1cf398542e59df3f103a85a463f671d3045a34952690a2ca85df770773fd245a215a6f4b31ebbcec2cad99471495846808eb891c53ce215401f2d6d3cdda2142,"[{""Label"": ""SPF Status"", ""Current"": ""success"", ""Previous"": ""error"", ""Severity"": ""warning""}, {""Label"": ""Mail Posture"", ""Current"": ""strongly protected"", ""Previous"": ""limited protection"", ""Severity"": ""info""}, {""Label"": ""SPF Records"", ""Current"": ""v=spf1 a mx ip4:185.150.16.63 a:mx.spitalulhorezu.ro ~all"", ""Previous"": ""v=spf1 a mx ip4:185.150.16.16  ~all,v=spf1 a mx ip4:185.150.16.63 a:mx.spitalulhorezu.ro ~all"", ""Severity"": ""warning""}]",warning,2026-02-25 07:55:39.64001
